symbol,period_ending,total_revenue,cost_of_revenue,gross_profit,research_and_development,"sales,_general_and_admin.",non-recurring_items,other_operating_items,operating_income,add'l_income/expense_items,earnings_before_interest_and_tax,interest_expense,earnings_before_tax,income_tax,minority_interest,equity_earnings/loss_unconsolidated_subsidiary,net_income-cont._operations,net_income,net_income_applicable_to_common_shareholders
KN,31-12-2022,764700,488400,276300,81700,128900,480500,534329,-414800,500,-414300,3900,-418200,11900,75630,-32034,-430100,-430100,-430100
KN,31-12-2021,868100,508600,359500,92800,146400,4500,534329,115800,3000,118800,14200,104600,-45600,75630,-32034,150200,150400,150400
KN,31-12-2020,764300,493100,271200,92900,131500,17600,534329,29200,-1500,27700,16400,11300,8400,75630,-32034,2900,6600,6600
KN,31-12-2019,854800,526800,328000,96800,145700,4300,534329,81200,-400,80800,14500,66300,16600,75630,-32034,49700,49100,49100
KNDI,31-12-2022,117813,98295,19518,6030,37827,3340,534329,-27679,15048,-12631,707,-13339,-488,75630,727,-12124,-12124,-12124
KNDI,31-12-2021,91486,75239,16248,38972,24341,215156,534329,1336,61487,29618,408,29210,6346,15196,-32034,38060,22864,22864
KNDI,31-12-2020,76921,63433,13488,7246,19661,215156,534329,754,18981,-11691,3750,-15441,-5047,-17253,-32034,-27647,-10394,-10394
KNDI,31-12-2019,135741,110310,25431,6208,18314,215156,534329,910,6310,-3058,4823,-7881,-692,-10278,-32034,-17467,-7189,-7189
KNOP,31-12-2022,268585,88846,179739,270736,6098,215156,107419,66222,35924,102146,42604,59542,875,75630,-32034,58667,58667,50916
KNOP,31-12-2021,281129,72114,209015,270736,6461,29421,99559,73574,8855,82429,28065,54364,488,75630,-32034,53876,53876,46114
KNOP,31-12-2020,279222,61005,218217,270736,5392,215156,89743,123082,-26202,96880,31645,65235,10,75630,-32034,65225,65225,56953
KNOP,31-12-2019,282561,60129,222432,270736,4858,215156,89844,127730,-18029,109701,50735,58966,9,75630,-32034,58957,58957,50801
KNSA,31-12-2022,220180,22895,197285,65490,122022,215156,534329,9773,1253,11026,155791,11026,-172337,75630,-32034,183363,183363,183363
KNSA,31-12-2021,38544,9100,29444,99297,86783,215156,534329,-156636,97,-156539,155791,-156539,1385,75630,-32034,-157924,-157924,-157924
KNSA,31-12-2020,4885368,3188738,1963046,112042,45321,215156,534329,-157363,1134,-156229,155791,-156229,5152,75630,-32034,-161381,-161381,-161381
KNSA,31-12-2019,4885368,3188738,1963046,135001,34962,215156,534329,-169963,6049,-163914,155791,-163914,-2047,75630,-32034,-161867,-161867,-161867
KNSL,31-12-2022,819200,618631,200569,270736,932530,215156,721,195564,41948,199848,4284,195564,36450,75630,-32034,159114,159114,159114
KNSL,31-12-2021,639779,449315,190464,270736,932530,215156,669,188801,41948,189795,994,188801,36142,75630,-32034,152659,152659,152659
KNSL,31-12-2020,459886,358098,101788,270736,932530,215156,1207,100413,41948,100581,168,100413,11994,75630,-32034,88419,88419,88419
KNSL,31-12-2019,315888,239780,76108,270736,932530,215156,57,76051,41948,76051,155791,76051,12735,75630,-32034,63316,63316,63316
KNSW,31-12-2022,4885368,3188738,1963046,270736,3257,215156,534329,-3257,3399,143,155791,143,707,75630,-32034,-564,-564,-564
KNSW,07-01-2021,4885368,3188738,1963046,270736,932530,215156,534329,478735,41948,605476,155791,462104,136211,75630,-32034,367173,362415,356400
KNTE,31-12-2022,4885368,3188738,1963046,88150,30371,215156,534329,-118521,2250,-116271,155791,-116271,136211,75630,-32034,-116271,-116271,-116271
KNTE,31-12-2021,4885368,3188738,1963046,67166,22945,215156,534329,-90111,348,-89763,155791,-89763,136211,75630,-32034,-89763,-89763,-89763
KNTE,31-12-2020,4885368,3188738,1963046,29237,6764,215156,534329,-36001,240,-35761,155791,-35761,136211,75630,-32034,-35761,-35761,-35761
KNTE,31-12-2019,4885368,3188738,1963046,8955,3057,215156,534329,-12012,43,-11969,155791,-11969,136211,75630,-32034,-11969,-11969,-9938
KNTK,31-12-2022,1213490,541518,671972,270736,248527,215156,260345,150489,58533,402589,149252,253337,2616,180956,-115203,316474,316474,135518
KNTK,31-12-2021,662044,233619,428425,270736,130994,215156,243558,53491,3765,120712,117365,3347,1865,63074,-32034,64556,64556,1482
KNTK,31-12-2020,410176,65053,345123,270736,127606,1010773,223763,-1020473,-1978,-1019305,135516,-1154821,968,-308,-32034,-1156097,-1156097,-1155789
KNTK,31-12-2019,135798,55858,79940,270736,23532,1300719,41480,-1285791,5694,-1261028,1792,-1262820,64900,19069,-38809,-1347460,-1347460,-1366529
KNW,30-09-2022,4360,3188738,4360,5386,11549,215156,534329,-12574,522,-12052,8019,-20071,136211,75630,-32034,-20071,-20071,-20071
KNW,30-09-2021,4885368,3188738,1963046,3970,6476,215156,534329,-10446,41948,-10446,14914,-25360,136211,75630,-32034,-25360,-25360,-25360
KNW,30-09-2020,122,70,52,2034,4844,215156,534329,-6826,-642,-7468,6095,-13563,136211,75630,-32034,-13563,-13563,-13563
KNW,30-09-2019,1805,1378,427,1258,4182,215156,534329,-5013,346,-4667,2945,-7612,136211,75630,-32034,-7612,-7612,-7612
KNX,31-12-2022,7428582,5584972,1843610,270736,91148,810,659824,1091828,-20519,1071309,50803,1020506,249388,75630,207,771325,771325,771325
KNX,31-12-2021,5998019,4404230,1593789,270736,49898,299,577895,965697,30078,995775,21140,974635,230887,75630,-360,743388,743388,743388
KNX,31-12-2020,4673863,3497932,1175931,270736,99488,5335,506670,564438,13182,577620,17309,560311,149676,75630,-633,410002,410002,410002
KNX,31-12-2019,4843950,3840428,1003522,270736,109640,3486,462958,427438,15971,443409,29433,413976,103798,75630,-972,309206,309206,309206
KO,31-12-2022,43004000,18000000,25004000,270736,14095000,215156,534329,10909000,187000,12568000,882000,11686000,2115000,1472000,-29000,11014000,9542000,9542000
KO,31-12-2021,38655000,15357000,23298000,270736,12990000,215156,534329,10308000,2276000,14022000,1597000,12425000,2621000,1438000,-33000,11209000,9771000,9771000
KO,31-12-2020,33014000,13433000,19581000,270736,10584000,215156,534329,8997000,1211000,11186000,1437000,9749000,1981000,978000,-21000,8725000,7747000,7747000
KO,31-12-2019,37266000,14619000,22647000,270736,12561000,215156,534329,10086000,597000,11732000,946000,10786000,1801000,1049000,-65000,9969000,8920000,8920000
KOD,31-12-2022,4885368,3188738,1963046,267591,73788,215156,534329,-341379,7574,-333805,18,-333823,136211,75630,-32034,-333823,-333823,-333823
KOD,31-12-2021,4885368,3188738,1963046,217340,49711,215156,534329,-267051,108,-266943,47,-266990,136211,75630,-32034,-266990,-266990,-266990
KOD,31-12-2020,4885368,3188738,1963046,107389,28618,215156,534329,-136007,2936,-133071,25,-133096,136211,75630,-32034,-133096,-133096,-133096
KOD,31-12-2019,4885368,3188738,1963046,37506,11684,215156,534329,-49190,1833,-47357,8,-47365,136211,75630,-32034,-47365,-47365,-47365
KODK,31-12-2022,1205000,1035000,170000,34000,152000,10000,534329,-26000,97000,71000,40000,31000,5000,75630,-32034,26000,26000,26000
KODK,31-12-2021,1150000,986000,164000,33000,171000,6000,534329,-46000,107000,61000,33000,28000,4000,75630,-32034,24000,24000,24000
KODK,31-12-2020,1029000,894000,135000,34000,158000,17000,534329,-74000,-290000,-364000,12000,-376000,168000,75630,-32034,-544000,-541000,-541000
KODK,31-12-2019,1242000,1060000,182000,42000,226000,16000,534329,-102000,58000,-44000,16000,-60000,31000,75630,-32034,-91000,116000,116000
KOF,31-12-2022,11635000,6488000,5147000,270736,3590000,215156,534329,1557000,100000,1657000,334000,1323000,336000,20000,-32034,1007000,1007000,1007000
KOF,31-12-2021,9519000,5190000,4329000,270736,3007000,215156,534329,1323000,97000,1420000,303000,1117000,323000,4000,-32034,798000,798000,798000
KOF,31-12-2020,9215000,5059000,4156000,270736,3014000,215156,534329,1142000,61000,1203000,396000,807000,272000,-14000,-32034,520000,520000,520000
KOF,31-12-2019,10298000,5664000,4634000,270736,3338000,215156,534329,1296000,44000,1341000,366000,975000,299000,-7000,-32034,669000,669000,669000
KOP,31-12-2022,1980500,1635900,344600,270736,153300,215156,56100,137700,5000,140200,44800,95400,31600,75630,200,63800,63400,63400
KOP,31-12-2021,1678600,1344500,334100,270736,148900,2200,57700,156500,34800,160100,40500,119600,34500,75630,300,85100,85200,85200
KOP,31-12-2020,1669100,1308700,360400,270736,143100,6500,54100,156700,2300,159000,48900,110100,21000,75630,1000,89100,122000,122000
KOP,31-12-2019,1637000,1306300,330700,270736,148300,6000,51400,125000,400,125400,61700,63700,136211,75630,-800,63700,66600,66600
KOPN,31-12-2022,47401,32559,14842,18668,17965,215156,534329,-21790,2608,-19182,155791,-19182,144,75630,-32034,-19326,-19326,-19326
KOPN,25-12-2021,45666,25052,20614,16288,18101,215156,534329,-13775,436,-13339,155791,-13339,129,75630,35,-13433,-13433,-13433
KOPN,26-12-2020,40128,21398,18729,11670,11823,215156,534329,-4763,361,-4402,155791,-4402,129,75630,120,-4411,-4411,-4411
KOPN,28-12-2019,29519,20902,8617,13349,21316,331,534329,-26380,-2887,-29266,155791,-29266,108,75630,-132,-29506,-29506,-29506
KORE,31-12-2022,268447,129154,139293,270736,112220,58074,54499,-85500,254,-85246,31371,-116617,-10417,75630,-32034,-106200,-106200,-106200
KORE,31-12-2021,248435,121360,127075,270736,92303,215156,50331,-15559,5267,-10292,23260,-33552,-8776,75630,-32034,-24776,-24776,-24776
KORE,31-12-2020,213760,97930,115830,270736,72883,215156,52488,-9541,-7485,-17026,23493,-40519,-5318,75630,-32034,-35201,-35201,-35201
KOS,31-12-2022,2245355,403056,1842299,270736,107099,584199,498256,652745,-197418,455327,118260,337067,110516,75630,-32034,226551,226551,226551
KOS,31-12-2021,1332013,346006,986007,270736,89943,65382,467221,363461,-278470,84991,128371,-43380,34456,75630,-32034,-77836,-77836,-77836
KOS,31-12-2020,804033,338477,465556,270736,85303,238575,485862,-344184,37183,-307001,109794,-416795,-5209,75630,-32034,-411586,-411586,-411586
KOS,31-12-2019,1499416,402613,1096803,270736,85756,180955,563861,266231,-86040,180191,155074,25117,80894,75630,-32034,-55777,-55777,-55777
KOSS,30-06-2023,13100,8642,4457,270736,29358,215156,534329,-24901,33521,8620,155791,8620,317,75630,-32034,8302,8302,8302
KOSS,30-06-2022,17706,10990,6716,270736,5814,215156,534329,902,374,1276,155791,1276,8,75630,-32034,1268,1268,1268
KOSS,30-06-2021,19546,12814,6732,270736,7123,215156,534329,-390,888,498,155791,498,4,75630,-32034,494,494,494
KOSS,30-06-2020,18312,12649,5663,270736,6147,215156,534329,-484,20,-464,155791,-464,2,75630,-32034,-466,-466,-466
KPLT,31-12-2022,212105,171119,40986,270736,66092,215156,534329,-25106,7183,-17923,19998,-37921,-50,75630,-32034,-37871,-37871,-37871
KPLT,31-12-2021,303113,214124,88989,270736,59033,28299,534329,1657,36573,38230,16485,21745,539,75630,-32034,21206,21206,21206
KPLT,31-12-2020,247200,167412,79788,270736,26818,16064,534329,36906,-300,36606,13588,23018,487,75630,-32034,22531,22531,22531
KPLT,31-12-2019,91877,71220,20657,270736,20886,9163,534329,-9392,-823,-10215,8577,-18792,136211,75630,-32034,-18792,-18792,-18792
KPLTW,31-12-2022,212105,171119,40986,270736,66092,215156,534329,-25106,7183,-17923,19998,-37921,-50,75630,-32034,-37871,-37871,-37871
KPLTW,31-12-2021,303113,214124,88989,270736,59033,28299,534329,1657,36573,38230,16485,21745,539,75630,-32034,21206,21206,21206
KPLTW,31-12-2020,247200,167412,79788,270736,26818,16064,534329,36906,-300,36606,13588,23018,487,75630,-32034,22531,22531,22531
KPLTW,31-12-2019,91877,71220,20657,270736,20886,9163,534329,-9392,-823,-10215,8577,-18792,136211,75630,-32034,-18792,-18792,-18792
KPRX,31-12-2022,4885368,3188738,1963046,3449,8861,215156,534329,-12310,-1378,-13688,9,-13697,-113,75630,-32034,-13584,-13584,-13584
KPRX,31-12-2021,4885368,3188738,1963046,5350,4848,4038,534329,-14236,279,-13956,7,-13963,-193,75630,-32034,-13771,-13771,-13771
KPRX,31-12-2020,12,3188738,12,3566,3429,215156,534329,-6869,137,-6846,4,-6850,12,75630,-32034,-6862,-6862,-6862
KPRX,31-12-2019,2686,3188738,2686,5389,4406,215156,534329,-7109,108,-7001,155791,-7001,95,75630,-32034,-7097,-7097,-7097
KPTI,31-12-2022,157074,5213,151861,148662,145401,215156,534329,-142202,2276,-139926,24996,-164922,369,75630,-32034,-165291,-165291,-165291
KPTI,31-12-2021,209819,3402,206417,160842,143846,215156,534329,-98271,497,-97774,26046,-123820,268,75630,-32034,-124088,-124088,-124088
KPTI,31-12-2020,108085,2705,105380,150813,126417,215156,534329,-171850,3026,-168824,27140,-195964,309,75630,-32034,-196273,-196273,-196273
KPTI,31-12-2019,40893,2407,38486,122340,105421,215156,534329,-189275,5372,-183903,15647,-199550,40,75630,-32034,-199590,-199590,-199590
KR,28-01-2023,148258000,116480000,31778000,270736,24687000,215156,2965000,4126000,-689000,3437000,535000,2902000,653000,75630,-5000,2244000,2244000,2244000
KR,29-01-2022,137888000,107539000,30349000,270736,24048000,215156,2824000,3477000,-855000,2622000,571000,2051000,385000,75630,-11000,1655000,1655000,1655000
KR,30-01-2021,132498000,101597000,30901000,270736,25374000,215156,2747000,2780000,1134000,3914000,544000,3370000,782000,75630,-3000,2585000,2585000,2585000
KR,01-02-2020,122286000,95294000,26992000,270736,22092000,215156,2649000,2251000,333000,2584000,603000,1981000,469000,75630,147000,1659000,1659000,1659000
KRBP,31-12-2022,4885368,3188738,1963046,13920,17194,215156,534329,-31114,-3450,-34565,167,-34731,136211,75630,-32034,-34731,-34731,-34731
KRBP,31-12-2021,4885368,3188738,1963046,11368,13938,430,534329,-25736,159,-25577,12,-25589,136211,75630,-32034,-25589,-25589,-25589
KRBP,31-12-2020,4885368,3188738,1963046,5053,14144,215156,534329,-19197,41948,-19197,3,-19200,136211,75630,-32034,-19200,-19200,-19200
KRBP,31-12-2019,4885368,3188738,1963046,1202,2504,215156,534329,-3705,41948,-3705,23,-3728,136211,75630,-32034,-3728,-3728,-3728
KRC,31-12-2022,1096987,308613,788374,270736,106086,215156,357611,324677,19094,343771,84278,259493,136211,75630,-26878,232615,232615,232615
KRC,31-12-2021,955040,258911,696129,270736,103419,215156,310043,282667,454798,737465,78555,658910,136211,75630,-30766,615898,615898,628144
KRC,31-12-2020,898397,247336,651061,270736,112648,215156,299308,239105,38960,278065,70772,207293,136211,75630,-20188,187105,187105,187105
KRC,31-12-2019,837454,238134,599320,270736,103867,215156,273130,222323,41443,263766,48537,215229,136211,75630,-19786,195443,195443,195443
KREF,31-12-2022,8971,3188738,8971,270736,55043,112373,534329,-158445,427536,269091,236095,32996,58,4655,510,38103,38103,15371
KREF,31-12-2021,4885368,3188738,1963046,270736,43886,-4059,534329,-39827,285762,245935,114439,131496,684,6371,-32034,137183,137183,125635
KREF,31-12-2020,4885368,3188738,1963046,270736,38004,50344,534329,-88348,269932,181584,127312,54272,412,537,-32034,54397,54397,53553
KREF,31-12-2019,4885368,3188738,1963046,270736,30929,215156,534329,-30929,275765,244836,158860,85976,579,4568,-32034,89965,89965,90492
KRG,31-12-2022,801996,211806,590190,270736,54860,925,469805,64600,27309,91909,104276,-12367,43,256,-482,-12636,-12636,-12636
KRG,31-12-2021,373324,105091,268233,270736,33984,86522,200460,-52733,31564,-21169,60447,-81616,-310,-416,916,-80806,-80806,-80806
KRG,31-12-2020,266645,76879,189766,270736,30840,215156,128648,30278,4987,35265,50399,-15134,-696,-1685,-100,-16223,-16223,-16223
KRG,31-12-2019,315173,84352,230821,270736,28214,37723,132098,32786,26826,59612,59268,344,-282,-628,-532,-534,-534,-534
KRKR,31-12-2022,46391,19829,26562,7918,25050,215156,534329,-6407,7412,3308,155791,3308,52,7,-100,3164,3164,3156
KRKR,31-12-2021,49704,20216,29488,7456,36797,215156,534329,-14766,1424,-14201,155791,-14201,16,-859,163,-14913,-14913,-14054
KRKR,31-12-2020,59140,39966,19174,5846,53990,213,534329,-40876,2330,-42139,155791,-42139,576,-3594,-136,-46444,-46444,-42850
KRKR,31-12-2019,94119,54595,39525,5140,37667,215156,534329,-3283,2419,-864,155791,-864,2856,75630,22,-3697,-3697,-122090
KRMD,31-12-2022,27896,12527,15369,4956,20607,215156,587,-10781,106,-10675,155791,-10675,-2014,75630,-32034,-8661,-8661,-8661
KRMD,31-12-2021,23490,9721,13770,2474,17862,215156,463,-7030,665,-6364,155791,-6364,-1802,75630,-32034,-4563,-4563,-4563
KRMD,31-12-2020,24176,9240,14936,1297,12028,2447,419,-1255,61,-1194,155791,-1194,18,75630,-32034,-1212,-1212,-1212
KRMD,31-12-2019,23163,8309,14854,740,9772,3416,340,586,111,696,155791,696,132,75630,-32034,564,564,564
KRNL,31-12-2022,4885368,3188738,1963046,270736,1113,215156,534329,-1113,16769,15656,155791,15656,136211,75630,-32034,15656,15656,15656
KRNL,31-12-2021,4885368,3188738,1963046,270736,3707,215156,534329,-3707,18955,15248,155791,15248,136211,75630,-32034,15248,15248,15248
KRNLW,31-12-2022,4885368,3188738,1963046,270736,1113,215156,534329,-1113,16769,15656,155791,15656,136211,75630,-32034,15656,15656,15656
KRNLW,31-12-2021,4885368,3188738,1963046,270736,3707,215156,534329,-3707,18955,15248,155791,15248,136211,75630,-32034,15248,15248,15248
KRNT,31-12-2022,271518,175018,96500,56026,110356,215156,534329,-69882,13382,-56500,155791,-56500,22565,75630,-32034,-79065,-79065,-79065
KRNT,31-12-2021,322006,170095,151911,43729,95389,215156,534329,12793,2599,15392,155791,15392,-135,75630,-32034,15527,15527,15527
KRNT,31-12-2020,193331,105530,87801,31464,63066,215156,534329,-6729,3498,-3231,155791,-3231,1552,75630,-32034,-4783,-4783,-4783
KRNT,31-12-2019,179866,97790,82076,22407,52071,215156,534329,7598,3313,10911,155791,10911,744,75630,-32034,10167,10167,10167
KRNY,30-06-2023,296475,78163,1963046,270736,123751,215156,2486,478735,41948,92075,39696,52379,11568,75630,-32034,40811,40811,40811
KRNY,30-06-2022,240206,15208,1963046,270736,125708,215156,-7518,478735,41948,106808,14461,92347,24800,75630,-32034,67547,67547,67547
KRNY,30-06-2021,259111,31535,1963046,270736,121536,4349,-1121,478735,41948,102812,18316,84496,21263,75630,-32034,63233,63233,63233
KRNY,30-06-2020,252927,58852,1963046,270736,106673,951,4197,478735,41948,82254,25002,57252,12287,75630,-32034,44965,44965,44965
KRO,31-12-2022,1930200,1539100,391100,270736,243000,215156,534329,159600,2700,150800,16900,133900,29400,75630,-32034,104500,104500,104500
KRO,31-12-2021,1939400,1493200,446200,270736,260700,215156,534329,187100,-12500,173000,19600,153400,40500,75630,-32034,112900,112900,112900
KRO,31-12-2020,1638800,1287600,351200,270736,231000,215156,534329,116200,-21200,99000,19000,80000,16100,75630,-32034,63900,63900,63900
KRO,31-12-2019,1731100,1344900,386200,270736,242400,215156,534329,145800,-4000,139800,18700,121100,34000,75630,-32034,87100,87100,87100
KRON,31-12-2022,4885368,3188738,1963046,93715,43400,215156,534329,-137115,3911,-133204,155791,-133204,136211,75630,-32034,-133204,-133204,-133204
KRON,31-12-2021,4885368,3188738,1963046,112903,38495,215156,534329,-151398,320,-151078,155791,-151078,136211,75630,-32034,-151078,-151078,-151078
KRON,31-12-2020,4885368,3188738,1963046,43250,14794,215156,534329,-58044,-26510,-84554,3890,-88444,136211,75630,-32034,-88444,-88444,-88444
KRON,31-12-2019,4885368,3188738,1963046,13446,3370,215156,534329,-16816,702,-16114,3,-16117,136211,75630,-32034,-16117,-16117,-16117
KROS,31-12-2022,4885368,3188738,1963046,87265,27525,215156,534329,-114790,10112,-104678,1,-104679,136211,75630,-32034,-104679,-104679,-104679
KROS,31-12-2021,20100,3188738,20100,55143,21330,215156,534329,-56373,-356,-56729,4,-56733,2011,75630,-32034,-58744,-58744,-58744
